name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Kim Ji-soo,DEF,Brentford,1.0,0,0,0,0,0,0.0,0,117,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,16,0,0,0,0,0,1,0,15310,0,0,1,3,0.0,0,0,0,0,40,False,0,1
Alphonse Areola,GK,West Ham,2.8,0,0,0,0,0,0.0,0,600,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,17,0,0,0,0,0,1,0,467077,0,0,0,3,0.0,0,0,0,0,45,False,0,1
Gabriel dos Santos Magalhães,DEF,Arsenal,4.5,0,0,23,1,6,0.3,7,5,0.00,0.00,0.00,1.52,9,0,0,2.7,22.8,2025-08-17T15:30:00Z,90,False,14,0,0,0,1,0,1,0,1696374,1,1,1,0,4.0,6,0,0,0,60,False,0,1
Jamaldeen Jimoh-Aloba,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,62,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,4601,0,0,0,0,0.0,0,0,0,0,45,True,0,1
Armando Broja,FWD,Burnley,1.2,0,0,0,0,0,0.0,0,680,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,21496,0,0,0,3,0.0,0,0,0,0,55,False,0,1
Benoît Badiashile Mukinayi,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,229,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,8,0,0,0,0,0,1,0,2103,0,0,0,0,0.0,0,0,0,0,45,True,0,1
Aarón Anselmino,DEF,Chelsea,1.5,0,0,0,0,0,0.0,0,234,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,8,0,0,0,0,0,1,0,10457,0,0,0,0,0.0,0,0,0,0,40,True,0,1
Jean-Ricner Bellegarde,MID,Wolves,1.5,0,0,5,0,1,17.7,3,644,0.03,0.05,0.02,2.22,7,3,0,2.7,4.6,2025-08-16T16:30:00Z,72,False,13,0,0,0,0,0,1,0,8829,1,2,4,0,5.0,2,0,0,0,55,True,0,1
Luke Harris,MID,Fulham,0.0,0,0,0,0,0,0.0,0,334,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,6,0,0,0,0,0,1,0,487,0,0,1,1,0.0,0,0,0,0,45,False,0,1
Ola Aina,DEF,Nott'm Forest,2.6,0,0,15,0,9,16.1,12,507,0.04,0.04,0.00,1.50,4,1,0,4.5,27.2,2025-08-17T13:00:00Z,90,False,5,0,0,0,8,0,1,0,1453394,1,3,1,3,2.0,4,0,0,0,50,True,0,1
Dominik Szoboszlai,MID,Liverpool,3.2,0,0,17,0,2,29.8,11,387,0.09,0.19,0.10,1.70,1,2,0,6.8,14.0,2025-08-15T19:00:00Z,90,False,4,0,0,0,5,0,1,0,203688,1,4,2,4,24.0,2,0,0,0,65,True,0,1
Marcus Bettinelli,GK,Man City,1.5,0,0,0,0,0,0.0,0,401,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,20,0,0,0,0,0,1,0,16987,0,0,4,0,0.0,0,0,0,0,40,False,0,1
Tomáš Souček,MID,West Ham,2.6,0,0,4,0,1,1.3,1,613,0.00,0.07,0.07,0.08,5,2,0,2.5,4.2,2025-08-16T14:00:00Z,19,False,17,0,0,0,0,0,1,0,96476,0,0,0,3,19.0,1,0,0,0,60,False,0,1
Jack Grealish,MID,Everton,2.7,0,0,4,0,1,0.8,2,419,0.00,0.02,0.02,1.14,10,1,0,1.2,5.8,2025-08-18T19:00:00Z,19,False,11,0,0,0,1,0,1,0,348900,0,0,0,1,5.0,1,0,0,0,65,False,0,1
Ilia Gruev,MID,Leeds,1.0,0,0,3,0,1,0.3,1,356,0.00,0.00,0.00,0.28,10,0,0,0.2,1.6,2025-08-18T19:00:00Z,12,False,9,0,0,0,0,0,1,0,4328,0,0,0,1,0.0,1,0,0,0,50,True,0,1
Kadan Young,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,63,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,66802,0,0,0,0,0.0,0,0,0,0,45,True,0,1
Endo Wataru,MID,Liverpool,2.5,1,0,15,0,1,10.7,3,392,0.00,0.00,0.00,0.89,1,2,0,3.5,24.6,2025-08-15T19:00:00Z,30,False,4,0,0,0,0,0,1,0,7610,0,2,2,4,0.0,4,0,0,0,50,True,0,1
Mats Wieffer,MID,Brighton,1.5,0,0,17,0,8,2.8,18,173,0.02,0.04,0.02,0.76,3,1,0,4.9,24.8,2025-08-16T14:00:00Z,90,False,10,0,0,0,5,0,1,0,4812,1,5,1,1,21.0,4,0,0,0,50,True,0,1
İlkay Gündoğan,MID,Man City,2.7,0,0,0,0,0,0.0,0,420,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,20,0,0,0,0,0,1,0,20021,0,0,4,0,0.0,0,0,0,0,65,False,0,1
Pedro Porro Sauceda,DEF,Spurs,3.8,0,0,26,1,2,42.8,4,568,0.26,0.28,0.02,0.94,6,0,0,6.5,21.2,2025-08-16T14:00:00Z,90,False,3,0,0,0,4,0,1,0,2170796,1,2,0,3,1.0,6,0,0,0,55,True,0,1
Daichi Kamada,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,271,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,2116,0,0,0,0,0.0,0,0,0,0,50,False,0,1
Tyrique George,MID,Chelsea,2.0,0,0,0,0,0,0.0,0,243,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,8,0,0,0,0,0,1,0,4627,0,0,0,0,0.0,0,0,0,0,50,True,0,1
Andy Irving,MID,West Ham,1.5,0,0,6,0,0,14.8,2,621,0.06,0.06,0.00,0.04,5,1,0,1.9,4.4,2025-08-16T14:00:00Z,8,False,17,0,0,0,1,0,1,0,26335,0,1,0,3,0.0,1,0,0,0,45,False,0,1
Nick Pope,GK,Newcastle,3.6,0,2,32,1,1,0.0,0,469,0.00,0.00,0.00,0.20,2,0,0,2.7,27.0,2025-08-16T11:30:00Z,90,False,2,0,0,0,16,0,1,3,320357,1,0,0,0,0.0,9,0,0,0,50,False,0,1
Karl Hein,GK,Arsenal,1.5,0,0,0,0,0,0.0,0,3,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,14,0,0,0,0,0,1,0,55400,0,0,1,0,0.0,0,0,0,0,40,False,0,1
Ki-Jana Hoever,DEF,Wolves,0.5,0,0,0,0,5,19.8,7,638,0.14,0.14,0.00,2.22,7,3,0,3.7,17.6,2025-08-16T16:30:00Z,72,False,13,0,0,0,2,0,1,0,225356,1,2,4,0,0.0,1,0,0,0,40,True,0,1
Fer López González,MID,Wolves,1.5,0,0,5,0,0,0.6,0,645,0.02,0.10,0.08,0.24,7,1,0,2.3,3.4,2025-08-16T16:30:00Z,18,False,13,0,0,0,0,0,1,0,4451,0,0,4,0,19.0,1,0,0,0,55,True,0,1
Daniel James,MID,Leeds,1.5,0,0,6,1,1,15.7,2,353,0.05,0.19,0.14,0.28,10,0,0,3.3,6.2,2025-08-18T19:00:00Z,77,False,9,0,0,0,1,0,1,0,49896,1,0,0,1,11.0,3,0,0,0,55,True,0,1
Christopher Nkunku,MID,Chelsea,2.6,0,0,0,0,0,0.0,0,240,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,8,0,0,0,0,0,1,0,22100,0,0,0,0,0.0,0,0,0,0,60,True,0,1
Abdoullah Ba,MID,Sunderland,0.5,0,0,0,0,0,0.0,0,554,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,26616,0,0,0,3,0.0,0,0,0,0,45,True,0,1
Mike Trésor Ndayishimiye,MID,Burnley,0.5,0,0,0,0,0,0.0,0,214,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,7318,0,0,0,3,0.0,0,0,0,0,45,False,0,1
Matthew Cox,GK,Brentford,1.0,0,0,0,0,0,0.0,0,103,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,16,0,0,0,0,0,1,0,13507,0,0,1,3,0.0,0,0,0,0,40,False,0,1
Darko Gyabi,MID,Leeds,0.5,0,0,0,0,0,0.0,0,361,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,9,0,0,0,0,0,1,0,8337,0,0,0,1,0.0,0,0,0,0,45,True,0,1
Michael Obafemi,FWD,Burnley,0.5,0,0,0,0,0,0.0,0,219,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,42665,0,0,0,3,0.0,0,0,0,0,45,False,0,1
Dwight McNeil,MID,Everton,2.6,0,0,0,0,0,0.0,0,300,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,42538,0,0,0,1,0.0,0,0,0,0,60,False,0,1
Jacob Ramsey,MID,Aston Villa,2.5,0,0,0,0,0,0.0,0,52,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,60119,0,0,0,0,0.0,0,0,0,0,55,True,0,1
Tom Edozie,MID,Wolves,0.5,0,0,0,0,0,0.0,0,651,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,13,0,0,0,0,0,1,0,38576,0,0,4,0,0.0,0,0,0,0,45,True,0,1
Coby Ebere,MID,Everton,1.5,0,0,0,0,0,0.0,0,307,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,3836,0,0,0,1,0.0,0,0,0,0,45,False,0,1
Diego Coppola,DEF,Brighton,1.9,0,0,0,0,0,0.0,0,144,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,7225,0,0,1,1,0.0,0,0,0,0,45,True,0,1
Amadou Onana,MID,Aston Villa,1.0,0,0,19,1,5,3.0,14,59,0.01,0.01,0.00,1.43,2,0,0,2.2,19.4,2025-08-16T11:30:00Z,90,False,15,0,0,0,7,0,1,0,148612,1,2,0,0,0.0,5,0,0,0,50,True,0,1
Giorgi Mamardashvili,GK,Liverpool,3.3,0,0,0,0,0,0.0,0,367,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,4,0,0,0,0,0,1,0,44193,0,0,2,4,0.0,0,0,0,0,45,True,0,1
Leon Bailey,MID,Aston Villa,1.5,0,0,0,0,0,0.0,0,49,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,48742,0,0,0,0,0.0,0,0,0,0,55,True,0,1
Federico Chiesa,MID,Liverpool,3.2,0,0,29,0,0,0.3,1,385,0.00,0.16,0.16,0.00,1,0,1,5.3,35.2,2025-08-15T19:00:00Z,8,False,4,0,0,0,0,0,1,0,7924,0,1,2,4,17.0,6,0,0,0,65,True,0,1
Ryan Sessegnon,MID,Fulham,1.5,0,0,0,0,0,0.0,0,328,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,6,0,0,0,0,0,1,0,3258,0,0,1,1,0.0,0,0,0,0,55,False,0,1
John Stones,DEF,Man City,3.8,0,0,28,1,2,2.2,2,409,0.01,0.01,0.00,0.47,7,0,0,1.7,14.4,2025-08-16T16:30:00Z,81,False,20,0,0,0,4,0,1,0,58549,1,0,4,0,0.0,6,0,0,0,55,False,0,1
Isaac Heath,MID,Everton,1.5,0,0,0,0,0,0.0,0,308,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,3885,0,0,0,1,0.0,0,0,0,0,45,False,0,1
Chris Rigg,MID,Sunderland,1.0,0,0,3,0,0,0.0,0,551,0.00,0.00,0.00,0.03,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,1,False,19,0,0,0,0,0,1,0,6137,0,0,0,3,0.0,1,0,0,0,50,True,0,1
Luke O'Nien,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,539,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,2672,0,0,0,3,0.0,0,0,0,0,40,True,0,1
Axel Tuanzebe,DEF,Burnley,0.5,0,0,0,0,0,0.0,0,198,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,251170,0,0,0,3,0.0,0,0,0,0,40,False,0,1
Séamus Coleman,DEF,Everton,2.4,0,0,0,0,0,0.0,0,294,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,15163,0,0,0,1,0.0,0,0,0,0,45,False,0,1
Carlos Alcaraz Durán,MID,Everton,2.5,0,0,8,0,1,2.4,6,301,0.01,0.04,0.03,1.87,10,1,0,3.1,7.6,2025-08-18T19:00:00Z,85,False,11,0,0,0,4,0,1,0,16836,1,1,0,1,21.0,1,0,0,0,55,False,1,1
Jeremy Sarmiento Morante,MID,Brighton,1.5,0,0,0,0,0,0.0,0,171,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,3342,0,0,1,1,0.0,0,0,0,0,50,True,0,1
Matt Turner,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,504,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,5,0,0,0,0,0,1,0,25695,0,0,1,3,0.0,0,0,0,0,40,True,0,1
Ethan Wheatley,FWD,Man Utd,0.5,0,0,0,0,0,0.0,0,468,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,1,0,0,0,0,0,1,0,12678,0,0,1,0,0.0,0,0,0,0,45,True,0,1
Roman Dixon,DEF,Everton,1.5,0,0,0,0,0,0.0,0,297,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,20055,0,0,0,1,0.0,0,0,0,0,40,False,0,1
Charlie Tasker,DEF,Brighton,1.0,0,0,0,0,0,0.0,0,156,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,14149,0,0,1,1,0.0,0,0,0,0,40,True,0,1
Yoane Wissa,FWD,Brentford,0.0,0,0,0,0,0,0.0,0,135,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,16,0,0,0,0,0,1,0,264591,0,0,1,3,0.0,0,0,0,0,75,False,0,1
Marc Guéhi,DEF,Crystal Palace,1.4,0,0,22,1,5,10.0,6,260,0.00,0.00,0.00,1.60,8,0,0,2.6,13.8,2025-08-17T13:00:00Z,90,False,7,0,0,0,1,0,1,0,1199617,1,1,0,0,2.0,6,0,0,0,45,False,0,1
Josh Cullen,MID,Burnley,1.0,0,0,21,0,5,59.4,12,205,0.28,0.28,0.00,2.32,6,3,0,8.3,23.8,2025-08-16T14:00:00Z,90,False,18,0,0,0,4,0,1,0,4247,1,3,0,3,0.0,4,0,0,0,50,False,0,1
Erling Haaland,FWD,Man City,4.5,0,3,49,1,0,0.3,2,430,0.00,1.99,1.99,0.35,7,0,2,12.9,58.0,2025-08-16T16:30:00Z,72,False,20,0,0,0,1,0,1,0,2283987,1,1,4,0,71.0,13,0,0,0,140,False,0,1
Djed Spence,DEF,Spurs,2.4,0,0,26,1,3,5.8,3,573,0.07,0.25,0.18,0.94,6,0,0,3.8,10.0,2025-08-16T14:00:00Z,90,False,3,0,0,0,2,0,1,0,118905,1,0,0,3,22.0,6,0,0,0,45,True,0,1
Julian Eyestone,GK,Brentford,1.0,0,0,0,0,0,0.0,0,104,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,16,0,0,0,0,0,1,0,7121,0,0,1,3,0.0,0,0,0,0,40,False,0,1
Ármin Pécsi,GK,Liverpool,2.0,0,0,0,0,0,0.0,0,368,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,4,0,0,0,0,0,1,0,7352,0,0,2,4,0.0,0,0,0,0,40,True,0,1
Anton Stach,MID,Leeds,1.0,1,0,24,1,7,63.9,13,660,0.29,0.56,0.27,0.55,10,0,0,11.4,28.2,2025-08-18T19:00:00Z,90,False,9,0,0,0,4,0,1,0,24549,1,2,0,1,22.0,8,0,0,0,50,True,0,1
Jefferson Lerma Solís,MID,Crystal Palace,1.0,0,0,3,0,1,1.0,3,272,0.00,0.00,0.00,0.38,8,0,0,0.4,1.0,2025-08-17T13:00:00Z,20,False,7,0,0,0,2,0,1,0,6436,0,0,0,0,2.0,1,0,0,0,50,False,0,1
Jordan Beyer,DEF,Burnley,0.5,0,0,0,0,0,0.0,0,194,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,17054,0,0,0,3,0.0,0,0,0,0,40,False,0,1
Jayden Danns,FWD,Liverpool,2.0,0,0,0,0,0,0.0,0,398,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,4,0,0,0,0,0,1,0,13290,0,0,2,4,0.0,0,0,0,0,45,True,0,1
Rio Ngumoha,MID,Liverpool,2.0,0,0,0,0,0,0.0,0,686,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,4,0,0,0,0,0,1,0,0,0,0,2,4,0.0,0,0,0,0,45,True,0,1
Brandon Austin,GK,Spurs,1.5,0,0,0,0,0,0.0,0,566,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,3,0,0,0,0,0,1,0,28215,0,0,0,3,0.0,0,0,0,0,40,True,0,1
Zain Silcott-Duberry,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,95,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,9256,0,0,2,4,0.0,0,0,0,0,45,False,0,1
Sepp van den Berg,DEF,Brentford,1.9,0,0,6,0,12,0.6,14,113,0.00,0.21,0.21,1.86,4,3,0,5.9,34.4,2025-08-17T13:00:00Z,90,False,16,0,0,0,4,0,1,0,37559,1,2,1,3,24.0,3,0,0,0,45,False,0,1
Aaron Wan-Bissaka,DEF,West Ham,2.4,0,0,9,0,2,24.7,3,610,0.07,0.07,0.00,0.68,5,3,0,5.1,17.8,2025-08-16T14:00:00Z,90,False,17,0,0,0,6,0,1,0,2496105,1,1,0,3,8.0,1,0,0,0,45,False,0,1
Enzo Le Fée,MID,Sunderland,1.0,0,0,4,0,2,0.3,4,547,0.00,0.00,0.00,0.23,5,0,0,0.4,3.2,2025-08-16T14:00:00Z,14,False,19,0,0,0,2,0,1,0,38041,0,0,0,3,0.0,1,0,0,0,50,True,0,1
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,280,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,334,0,0,0,0,0.0,0,0,0,0,45,False,0,1
Mark Gillespie,GK,Newcastle,1.5,0,0,0,0,0,0.0,0,471,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,2,0,0,0,0,0,1,0,13228,0,0,0,0,0.0,0,0,0,0,40,False,0,1
Ethan Ampadu,MID,Leeds,1.0,0,0,12,1,2,4.9,8,354,0.02,0.02,0.00,0.28,10,0,0,1.8,10.8,2025-08-18T19:00:00Z,77,False,9,0,0,0,3,0,1,0,8869,1,3,0,1,2.0,3,0,0,0,50,True,0,1
Lino da Cruz Sousa,DEF,Aston Villa,0.5,0,0,0,0,0,0.0,0,45,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,31163,0,0,0,0,0.0,0,0,0,0,40,True,0,1
Harrison Reed,MID,Fulham,1.0,0,0,0,0,0,0.0,0,336,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,6,0,0,0,0,0,1,0,26860,0,0,1,1,0.0,0,0,0,0,45,False,0,1
Vitalii Mykolenko,DEF,Everton,2.3,0,0,0,0,0,0.0,0,292,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,94110,0,0,0,1,0.0,0,0,0,0,50,False,0,1
Matt Targett,DEF,Newcastle,1.5,0,0,0,0,0,0.0,0,484,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,2,0,0,0,0,0,1,0,49800,0,0,0,0,0.0,0,0,0,0,40,False,0,1
Frank Onyeka,MID,Brentford,1.5,1,0,9,0,0,0.1,1,128,0.00,0.00,0.00,0.00,4,0,0,0.1,0.0,2025-08-17T13:00:00Z,21,False,16,0,0,0,1,0,1,0,3753,0,0,1,3,2.0,4,0,0,0,50,False,0,1
Tijjani Reijnders,MID,Man City,2.5,1,0,31,1,1,23.7,3,427,0.14,0.34,0.20,0.56,7,0,1,10.2,49.8,2025-08-16T16:30:00Z,90,False,20,0,0,0,1,0,1,0,1819194,1,1,4,0,28.0,10,0,0,0,55,False,1,1
Igor Julio dos Santos de Paulo,DEF,Brighton,1.9,0,0,0,0,0,0.0,0,149,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,3843,0,0,1,1,0.0,0,0,0,0,45,True,0,1
Gabriel Słonina,GK,Chelsea,1.5,0,0,0,0,0,0.0,0,223,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,8,0,0,0,0,0,1,0,9288,0,0,0,0,0.0,0,0,0,0,40,True,0,1
Manuel Akanji,DEF,Man City,3.8,0,0,0,0,0,0.0,0,404,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,20,0,0,0,0,0,1,0,79945,0,0,4,0,0.0,0,0,0,0,55,False,0,1
Bryan Mbeumo,MID,Man Utd,2.1,0,0,17,0,1,21.4,6,119,0.05,0.47,0.42,1.31,9,1,0,8.1,10.6,2025-08-17T15:30:00Z,90,False,1,0,0,0,5,0,1,0,1322663,1,0,1,0,49.0,2,0,0,0,80,True,0,1
Reece Welch,DEF,Everton,1.5,0,0,0,0,0,0.0,0,298,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,14233,0,0,0,1,0.0,0,0,0,0,40,False,0,1
Lewis Cook,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,88,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,1488,0,0,2,4,0.0,0,0,0,0,50,False,0,1
Tyler Adams,MID,Bournemouth,0.5,0,0,11,0,8,1.7,19,85,0.10,0.10,0.00,2.10,1,3,0,2.7,21.6,2025-08-15T19:00:00Z,90,False,12,0,0,0,6,0,1,0,24156,1,5,2,4,4.0,4,0,0,0,50,False,0,1
Jamaal Lascelles,DEF,Newcastle,2.4,0,0,0,0,0,0.0,0,480,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,2,0,0,0,0,0,1,0,8009,0,0,0,0,0.0,0,0,0,0,45,False,0,1
Andrés García,DEF,Aston Villa,0.1,0,0,0,0,0,0.0,0,42,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,31266,0,0,0,0,0.0,0,0,0,0,40,True,0,1
Youri Tielemans,MID,Aston Villa,1.6,0,0,5,1,3,1.1,7,48,0.01,0.01,0.00,1.43,2,0,0,0.5,4.0,2025-08-16T11:30:00Z,90,False,15,0,0,0,2,0,1,0,220171,1,2,0,0,0.0,3,0,0,0,60,True,0,1
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,598,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,3,0,0,0,0,0,1,0,7803,0,0,0,3,0.0,0,0,0,0,45,True,0,1
Iwan Morgan,FWD,Brentford,1.0,0,0,0,0,0,0.0,0,137,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,16,0,0,0,0,0,1,0,42804,0,0,1,3,0.0,0,0,0,0,45,False,0,1
Pierre Ekwah Elimby,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,556,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,2435,0,0,0,3,0.0,0,0,0,0,45,True,0,1
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0,0.0,0,615,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,17,0,0,0,0,0,1,0,827,0,0,0,3,0.0,0,0,0,0,55,False,0,1
Philip Billing,MID,Bournemouth,0.5,0,0,0,0,0,0.0,0,89,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,6642,0,0,2,4,0.0,0,0,0,0,50,False,0,1
Cristhian Mosquera,DEF,Arsenal,3.8,0,0,0,0,0,0.0,0,662,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,14,0,0,0,0,0,1,0,12283,0,0,1,0,0.0,0,0,0,0,55,False,0,1
Ethan Nwaneri,MID,Arsenal,2.5,0,0,0,0,0,0.0,0,25,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,14,0,0,0,0,0,1,0,28200,0,0,1,0,0.0,0,0,0,0,55,False,0,1
Bryan Gil Salvatierra,MID,Spurs,2.0,0,0,0,0,0,0.0,0,590,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,3,0,0,0,0,0,1,0,4754,0,0,0,3,0.0,0,0,0,0,50,True,0,1
